CDNAME,CDUID,Aerospace Vehicles and Defense,Agricultural Inputs and Services,Apparel,Automotive,Biopharmaceuticals,Business Services,Coal Mining,Communications Equipment and Services,Construction Products and Services,Distribution and Electronic Commerce,Downstream Chemical Products,Downstream Metal Products,Education and Knowledge Creation,Electric Power Generation and Transmission,Environmental Services,Financial Services,Fishing and Fishing Products,Food Processing and Manufacturing,Footwear,Forestry,Furniture,Hospitality and Tourism,Information Technology and Analytical Instruments,Insurance Services,Jewelry and Precious Metals,Leather and Related Products,Lighting and Electrical Equipment,Livestock Processing,Local Commercial Services,Local Community and Civic Organizations,Local Education and Training,Local Entertainment and Media,Local Financial Services,Local Food and Beverage Processing and Distribution,Local Health Services,Local Hospitality Establishments,Local Household Goods and Services,Local Industrial Products and Services,Local Logistical Services,Local Motor Vehicle Products and Services,Local Personal Services (Non-Medical),"Local Real Estate, Construction, and Development",Local Retailing of Clothing and General Merchandise,Local Utilities,"Marketing, Design, and Publishing",Medical Devices,Metal Mining,Metalworking Technology,Music and Sound Recording,Nonmetal Mining,Oil and Gas Production and Transportation,Paper and Packaging,Performing Arts,Plastics,Printing Services,Production Technology and Heavy Machinery,Recreational and Small Electric Goods,Textile Manufacturing,Tobacco,"Trailers, Motor Homes, and Appliances",Transportation and Logistics,Upstream Chemical Products,Upstream Metal Manufacturing,Video Production and Distribution,Vulcanized and Fired Materials,Water Transportation,Wood Products
Haliburton,3546,0,0,0,0.032010028,0,0.224640893,0,0.277933246,0.528110398,0.126164419,0,0.423972209,0.279667779,0,1.89386795,0.46737846,0,0.81863216,0,0.310916303,0.274689328,3.85428034,0.05028478,0,0,0,0,0,0.295132908,1.039516506,0.020654809,1.135480392,1.323072013,1.884070559,0.957298185,1.159034231,2.370344135,1.35809941,0.906951432,1.839348056,1.361224179,2.359019547,1.247276744,0.350151643,2.295768625,0,0,0.249455691,0,2.362704231,0,0,0.148917758,0.04119423,0,0.104949786,1.037334803,0.508712584,0,0.16238831,0.095383073,0,0,1.243468843,0,0,1.441484221
Renfrew,3547,5.551241014,0.141838194,2.717479739,1.218495963,1.081206737,0.172667319,0,0.034521505,0.089448388,0.294054761,0,0.255526782,2.785486468,0.068778966,2.437750737,0.300212278,0,0.323192962,0,4.199735962,2.468499481,1.108927404,0.192975968,0.004480766,0,0.671960075,1.257594758,0.129148938,2.197647262,0.764132936,1.445865163,0.820883591,0.740637584,0.751697674,1.548153428,0.890856736,0.768305184,0.846223557,0.595954242,1.195870573,0.733968493,0.932810352,1.271874061,0.377451269,0.198838089,1.392896016,0,0.425024848,0,0.568591412,0,0,0.110980574,1.587118506,0.231540812,0.334331828,0.490821753,9.47791842,0,0.064543716,0.250768514,0.205944574,0.981264984,0.187640633,0,0,2.857391812
Nipissing,3548,0,0.052245417,0,0.219675461,0,0.286717081,14.59925004,0,0.1736024,0.497837448,0.094441103,1.266558659,1.111524038,0.076003205,0.62542689,0.333578097,0,0.064259431,0,0.928171538,0.163758306,1.01469449,0.042630162,0.09407672,0,0.148507959,0.451648262,0.380571127,0.409908696,1.182929964,2.505505948,0.953566023,1.029879596,0.870669379,1.353255317,0.977158507,0.913631256,0.962159825,1.584273839,1.346846149,0.850965223,0.963171837,1.449761026,1.885071081,0.234397104,0.268018361,3.899716018,1.148156424,0,5.895498076,1.803720953,0,0.37813224,0.440445547,0.155741379,0.705367301,1.122049386,10.54326005,0,1.992428112,1.778292338,0,0,0.006057293,1.873105212,0,3.061876503
Parry Sound,3549,0.071297931,0.153327539,0,0.322346912,0.070127275,0.090788716,0.437324985,0.111953571,0.463018862,0.235670082,0.27716157,0.170779148,0.124288678,0,2.164789905,0.656232798,0.272626352,0.655788925,4.885517767,1.033224979,1.037947847,4.91635351,0.143918535,0.014531168,0,4.358345877,0.509798976,0.335064992,0.261500017,1.081071697,0.145358408,0.637727739,0.74466038,1.079880715,1.648245173,1.342871799,1.589408513,0.1243679,1.006916884,1.776040276,0.495274515,1.809054886,1.071578717,0.421193434,0.3326167,0.173737503,0.116817182,0.316916731,1.113687921,1.845552482,0,0.169533693,0.299925883,0.205498891,0.065294701,1.750179896,0.334276918,0,0,0.052328972,0.416227594,0,4.540204521,0.050087847,0.007017126,6.715454846,1.078696032
Manitoulin,3551,0,0.148540223,0.153831568,0.15757121,0,0.123876442,0,0.216916134,0,0.059429811,0.107403123,0,0.031922413,0,0.434455008,0.031266067,0.830073179,0.258831368,0,0.121329067,0,2.21784863,0,0,0,0,0,0,0.626112891,1.460344272,0.457352701,0.597460459,0.381922939,0.998147386,1.23277136,0.469312356,0.60006901,0,17.06580141,0.940999852,0.373329305,0.886264938,0.176991126,1.652126588,0.075754856,0,0,0,0,0,0,0,0.581122713,0.016075251,0.063256018,0.040954622,0.898163091,0,0,0.063368893,6.402080298,0,0,0,0,0.454949617,0.166338671
Sudbury,3552,0,0,0,0,0,0.084662263,1.65859412,0,0.110016184,0.704766092,0,3.010795732,0.204578171,0.060424305,2.880318692,0.030600265,1.477085461,0.736929822,0,16.80247385,0,2.145670509,0,0,0,0,0,0,0.182340727,1.061107362,0.004164024,0.199318251,0.622983329,1.068814052,0.905427545,1.0352515,1.082837255,0.114746332,1.060040831,1.035241422,0.976716254,1.374633725,1.332478074,3.508013209,0.359961659,0,7.894054079,0.952723129,0,0.457270428,0.844286899,32.1485846,0,0,0.680998984,0.21679951,0,0,0,0,1.554294523,0,0,0,0,0.089052319,9.670114251
Greater Sudbury / Grand Sudbury,3553,0.027321035,0.329024635,0.068349055,0.034205156,0,0.414898295,12.38904943,0,0.742942707,0.758122855,0.212414047,1.75362696,1.88004692,0.004884117,1.66612364,0.359471785,0,0.181651978,0,0.167969032,0.086212408,0.653407285,0.115420991,1.490070655,0.385728258,0.334019571,0.273493633,0.128395345,1.525752221,0.983725535,1.343622022,1.052125956,0.890740831,0.798171199,1.088429203,0.997039126,1.154047694,1.00803963,0.825569507,1.093802914,0.790196099,1.145401977,1.180442961,0.505222329,0.158767894,0.067303422,21.3773726,0.850092868,0,3.842146594,0.895629377,0,0.234457613,0.107615425,0.22518563,0.868014245,0.448928261,0.36722385,0,0.09317356,0.314085369,0,4.516528573,0.3984124,0.492989615,0,0.042108476
Timiskaming,3554,0.033536239,0.721203112,0,0.121297243,0,0.171855991,21.88330849,0.631912034,0.072770758,0.308887071,2.920239415,0.878543507,0.084311288,0.059951941,1.545430772,0.657822733,0,0.342735426,0,6.067581256,0.343895222,0.589984975,1.524373584,0.054679929,0,2.050024827,0,0.262672878,0.786191939,0.748427725,0.059647317,0.951092769,0.851622613,0.784216534,1.613188013,0.780404309,0.705090331,0.581039037,2.753655582,1.620760252,0.564834704,0.999248131,1.371638796,0.790980443,0.06716521,0,42.80924853,0.472637631,0,3.240149583,0.957356259,0.031897265,0.028215085,0,0.307125139,0.245833931,0,0,0,0,2.64453583,0,0.593998281,0,0,0,5.434786603
Cochrane,3556,0,0.023109162,0.184137,0,0,0.118347702,9.712806488,0.033746752,2.472901927,0.627380376,0.016709253,0.078491101,0.57648729,0.355387039,2.460217013,0.228618433,0,0.094315825,0,6.776406202,0.084996776,0.668932101,0.006233887,0.157687424,0,0,0,0.092583698,0.700413951,1.187600953,3.655717307,0.789082446,1.023304912,0.853248952,1.333289345,0.866323885,0.553074916,1.041839742,0.78423826,1.313291088,0.558372682,0.805044145,1.087648872,1.396769673,0.101116547,0.001895945,14.43860303,0.110504274,0,11.86165291,0.008694791,3.066205808,0.036163293,0,0.206662304,0.219115918,0,0.071216774,0,1.140876276,0.665933153,0.402645275,0.090634282,0.002143407,0.010576046,0.141557677,4.883050695
Algoma,3557,0,0.018029602,0,0,0,0.438825688,0.020569808,0,0.511284064,0.308251951,0.143400827,0.327666972,0.789306781,1.955880429,0.752544583,0.626180103,0.146549971,0.066526713,0,2.267919505,0.069014275,6.38652183,0.000100092,0.293896857,0,0,0,0.065666485,0.525682797,1.01160406,1.418074258,0.593127039,0.918560615,0.902402814,1.299785321,0.801634693,0.642718159,0.664784719,0.565130695,1.056300929,0.681682603,0.822355418,0.984083532,3.967397319,0.21534919,0.021908788,4.163815903,0.172035313,0,0.858992427,0.032908252,0,0.204553967,0.000390238,0.32247288,0.436694028,0.090909463,0.024095498,0,0.001538325,0.391549634,0.31414094,21.31973237,0.016378283,0.854538147,0.452813342,2.652959698
Thunder Bay,3558,0.06742864,1.384153489,0.2100786,0,0,0.25268572,2.287945633,0.019250532,0.735603475,0.533345162,0.076253148,0.434052722,1.973514473,1.123219092,0.394717179,0.249727662,0.046878382,0.320470274,0,6.783538382,0.051844699,0.981114223,0.111452231,0.94948675,0,0.074942207,0.017532092,0.048012309,0.651862723,1.504803918,1.459757381,0.881498264,0.933976171,1.099881153,1.453932347,0.980172898,0.776222508,0.44701399,0.887170519,1.31239298,0.86501072,1.001767129,0.879610489,2.131318316,0.343749069,0.53773817,8.110737223,0.133777656,0,1.456650563,0.198854183,10.66944653,0.397108749,0.180329764,0.196481096,2.730424187,0.222732135,0.433600299,0,0.067407462,1.149536577,0.255375693,0.031020908,0.006480241,0.121414027,0.831728159,0.891442688
Rainy River,3559,0,0.119833398,0,0,0,0.151047966,0.341792083,0,0.015114271,0.49842698,0,0,0.109687005,0,1.144962356,0.025223599,0,0,0,5.774982449,0.02027699,2.392492704,0,0,0,0,0,1.527578568,0.798334113,1.392322108,3.366181904,0.94711055,0.673283221,1.328920583,1.909278047,0.619905604,0.794953936,0.027005712,1.379471975,1.496120428,0.617221343,0.952784049,1.048927114,0.970127923,0.067314157,0,0.398389802,0.009175715,0,0.094231259,0,0,0.046881516,0,0.306187106,0.020255779,0,0,0,0,0.930868136,0,0,0,0,0.367026231,7.017430573
Kenora,3560,0.017456917,0.037541428,0.3887874,0,0,0.099482992,2.361123053,0,0.495039707,0.688665492,0,0.70545543,0.76552896,0,0.447197567,0.121164823,0.572152323,0,0,10.16518071,0.006352379,3.126939539,0,0.007115758,0,0.213423536,0,0.082038871,0.430034012,2.509006785,1.30023997,0.744459567,0.757904621,1.371606523,1.346784572,0.846262963,0.608250292,0.124205371,1.295625491,2.018902833,0.309112251,0.793824753,1.015072051,0.745030032,0.240295638,0,19.8718104,0.19682102,0,0.789201181,0,6.641506882,0.102809348,0.000812558,0.09592235,0.161231481,0.358123817,0,0,0.003203117,1.420483953,0,0.014723772,0.003482019,0.103086352,0.183971268,3.081256266
,4601,0,1.184199246,0,0,0,0.065055787,0,0,0.909826272,0.208708081,0,0.914130766,0.195970981,0,57.82990052,0.207717326,0,0,0,4.110877116,0.062957153,3.669477368,0,0,0,5.610157565,0,0,0.31866423,1.244581211,0.846718157,0.044497173,0.751798455,1.263350708,0.878851764,0.856209439,1.517896388,0.36210728,1.467540976,2.336352733,0.762704078,1.057189494,0.551743769,6.755249724,0.498901239,0,30.3468898,0,0,22.97002406,0.041509779,0,0.077214223,0,0,0,0,0,0,0,1.533147086,0,0,0.12894833,0.541955857,0,0
,4602,0,6.94383858,0.323941246,0,8.227712613,0.178912454,0,0.262700014,0.748225821,0.563195102,0.02601448,2.605624313,0.399526811,0,0.958253282,0.194375251,0,1.554569572,0,0.073468826,0.522535637,0.72037341,0.005005013,0.013639004,0.236201893,1.022689592,0.047849906,5.857434898,0.43342879,0.753877441,3.371265896,0.805111119,2.20646012,0.766691627,0.770782498,0.693233239,1.023478163,0.316633482,0.993476162,1.723562272,1.66907017,1.876468155,0.638097943,0.302584703,0.229492964,0.040767654,0,1.178548003,0,1.116603436,0,0,0.239284742,0.411299189,0.153214575,0.435447561,0.117657547,0.11087673,0,2.32750404,1.45450431,0.371422964,0.070553833,0.023506312,0.003293149,0,4.637071574
,4603,0,8.152088307,1.156504721,0.782578859,0,0.169798347,0.021234346,0,0.504357842,0.827861548,0.613136328,4.116713303,0.236372335,0,1.543540847,0.172375933,0,1.607005452,0,0.015202519,12.60965532,0.517461874,0.051783055,0.211668569,0,14.81338551,0.024753325,0.623649003,0.289447054,0.613633179,2.53620654,0.373217951,1.105979971,0.585798199,1.414636977,0.736126246,1.298325805,0.880105133,0.453452835,1.25652906,0.724397331,0.903316467,0.648249856,0.230515207,0.338962981,4.428814303,0.005672067,0.830072746,0,0.467960042,0.173956168,0.016463441,0.043688768,1.829865624,8.528345991,7.403907595,1.562218295,0.298487248,0,73.75331662,1.452007918,0.038428303,0.218990019,0.000863148,0.017035853,0,0.692320719
,4604,0,3.90109066,0,0,0,0.109316519,0,0,0.451031428,0.650331937,0,1.727987552,0.073648535,0,1.521392942,0.159665384,0,0.257486789,0,0,0.103699425,2.101505656,0,0,0,0,0,0.71041756,0.27880449,0.419685664,5.150211591,0.396237845,1.547899319,0.523947271,2.260363357,0.298025505,0.952138071,0.493804557,1.066850671,1.082336264,1.166573379,0.864464575,0.908800807,3.681565994,0.273920537,0,0,0.426094077,0,2.522327404,0.068372536,0,0,0,0,3.412837823,0,0,0,24.07411925,1.167617502,0,0,0,0,0,0
,4605,0,6.966233322,0,0,0,0.295315404,0.128188907,0.328158839,0.481830809,1.273691582,0,0.082546531,0.484368094,0,0,0.362636982,0,0.925528551,0,0,0,1.195546833,0.006237631,0,0,0,0,0.163690682,0.186699435,0.725263244,3.221323939,1.118862303,2.182752035,1.747258916,1.722033855,0.610667796,1.18355935,0,1.751905561,1.849614583,1.290177232,0.847004517,0.442831851,0.806257703,0.430181435,0.092182377,0.034241508,0,0,0.035341375,3.875493975,0,0,0.053502328,0,0.344438149,1.347271867,0,0,0.21090703,0.788338899,0,0,0,0,0,1.761503535
,4606,0,4.660005908,0,0,0,0.241183453,0.147682176,0,1.469385663,1.553694048,0,0.399693885,0.124009117,0,3.486353256,0.617590793,0,0.656166562,0,0.105731587,0,2.369633971,3.456027813,0.049070934,0,0,0,2.357282384,0.466953514,0.514185639,2.380777169,1.134852069,1.380606446,0.752261011,1.175785069,0.813721514,0.078439055,0.39324595,2.262091119,2.501987666,0.814261515,1.121879501,0.593223079,0.940727871,0.036356537,0,0.039448502,0,0,0.040715622,8.11291866,0,0,0,0,0.286078094,0,0,0,0,0.259491151,13.53236258,0,0.006003083,0,0,0
,4607,0,6.326110166,0.020240271,0,1.161786329,0.164246028,0,0,0.198637148,0.594091512,0,3.32468211,0.946404983,3.167352338,0.592207041,0.816268188,0,1.275554067,0,0,0,1.492372459,0,0.269623564,0,0.144407911,0,14.61753648,0.581558778,1.524866241,1.46425368,5.919074828,1.291720715,0.918188544,1.198559003,1.017961799,1.468958795,0.493643003,0.495994898,1.428295115,0.907384806,0.835314394,1.266550256,0.148148327,0.16841052,0.287827888,0,0.098328359,0,0,0.387043299,0,2.792476694,0.009346566,0.486776662,0.241196454,0.235361062,0.347304242,0,0.977379554,1.048126622,8.98252182,0,0.033780871,0.020211855,0,0.176360087
,4608,0,18.40417898,0,0,0,0.088865713,0,0,0.043797558,0.856744515,1.255403752,1.072220522,0.030120006,0,0,0.121819978,0,1.65022052,0,0,0.110767443,0.655543991,0,0,0,0,0,0.632365579,0.521163022,1.706953783,3.612085029,0.04232449,1.785674291,0.772509056,1.623316729,0.70489247,0.876753933,0,2.23688621,1.6378181,1.421988121,1.058882119,0.159138277,0,0.225860379,0,0,0.163389787,0,0,0,0,0.135851474,0,0.147876224,1.051572809,0,0,0,9.428825952,4.147667745,0,0,0,0,0,0
,4609,0,2.85388836,0,0.342848523,0,0.304118669,0,0,0,0.970325825,0,0,0.735217724,0,0.012046999,0.157329283,0,11.51194295,0,0.041626485,0.03251251,1.451862936,0,0.965960377,0,0,0,0.742448928,0.399811343,0.991929964,1.803158674,0.534974537,1.03855771,0.592329736,2.263492262,0.794230405,0.791610708,0.681211423,0.780373471,1.281954966,1.009019878,0.867598564,1.069666767,0.365692879,0.218475992,0.115492122,0,0,0,0.395408148,0.021436597,0,0,0.255562356,0.043404696,2.057720855,0,0,0,0,1.319586884,0,0,0.002363411,0,0,0.228274868
,4610,0,7.286519912,0,0.282807808,0,0.134587716,0,0,0.040790307,0.854975968,0.40527484,0.668881211,15.24778628,0,0.134144058,0.094383478,0,0.44394274,0,0.091564596,0.357584226,0.198799742,0.046710896,0.021247956,0,0,0,0,0.080816738,0.189248177,0,0.027326748,0.266879193,0.1475119,0.028192353,0.376202145,0.951005921,0.211017318,0.594445419,0.881212476,0.733656504,1.661158852,0.138708998,0.201101059,0.218739658,0.459852319,0,0,0,0,0.023576737,0,0,0.072790002,0,1.370214448,1.832965487,0,0,0.286939344,5.046879179,0,0,0,0.010260675,0,3.012778459
,4611,3.772960273,0.387751992,2.334498615,1.028372981,2.111841611,0.655536643,0.08226225,0.214781321,0.928390912,0.767912775,0.305439856,1.288641328,0.610820111,2.130336894,0.741547973,1.099647119,0.339629705,0.819676474,3.436691783,0.007280908,0.95995758,1.021775862,0.317466881,1.438665379,2.42858856,1.444245974,1.028426007,1.410627031,1.149630109,1.377258523,1.340633588,0.856506981,0.96408524,0.97489195,1.262995395,0.97852685,0.881210246,0.723387256,0.769111404,1.106298207,1.22034065,1.012534963,1.116958593,0.672803713,0.671761696,0.740564468,0.021973691,0.673577451,0.32372641,0.066403919,0.069734018,0.587417524,0.78900026,1.341627379,1.749270597,1.473271352,0.360967076,0.096642179,0,0.666251057,1.330877782,0.625846488,0.07723256,0.431874861,0.46908934,0.004095201,0.342307509
Division No. 12,4612,0,0.470404179,0.069594437,1.141531351,0,0.230244784,1.442400641,0,0.515751716,0.380970342,0.971797924,0.086934937,0.016965264,0,0.519198132,0.033004952,0,0.57484008,0,0,68.70905791,1.061034575,0.017754848,0,0,0,0.044687074,0.244754549,0.300314106,0.190192758,3.088468628,0.204769041,0.294373608,0.186112845,0.20852782,0.507147939,0.67190127,0.831222984,0.673799501,0.904255246,0.487944884,2.023557029,0.06467352,0.024110748,0.162915692,0.380729516,0.385290537,3.218569409,0,1.042797037,0.394176425,1.486069035,0,0.542098046,0.143087241,0.445899387,0.073253665,0,0,0.011467406,1.768117118,0,0.131780587,0,1.665645221,0,0.236224093
Division No. 13,4613,0.12625439,0.814537304,0.272581731,0.913299159,0,0.186007368,0.777036171,0,0.663326255,0.455724661,0,0.466850657,0.015694617,9.028079482,0.683731121,0.289561785,0.275866741,0.163438162,0,0.155241757,0.01732173,1.32024938,0.028694162,0,0.356501028,0,0,0.039555543,0.345365182,1.326571955,1.706109678,0.375040205,2.016750783,0.690299061,1.735319674,0.884511346,1.615467971,1.474982638,1.304577915,1.034527053,0.903891285,1.672611023,0.925756418,0.161958312,0.366443375,0.061530881,0.207560005,0.228433227,0,1.26397253,0.068524813,0.720504709,0.233687877,0.278189244,0.046249548,1.604857658,1.613238056,0.809394144,0,0.9614669,1.782541351,0.473072968,10.64873514,0.10769384,0.049703715,0.166317884,0.060809142
Division No. 14,4614,0.95217168,7.985885951,0,0,0,0.206280223,0,0,0.800625674,0.641749272,0,0.348905024,0.169667347,0,3.3847805,0.043101034,0,0.356805329,0,0.083627533,3.331196301,1.417395956,1.623018934,0,0,0,0,0.074578928,0.499703449,4.382094669,3.123892718,1.294065117,0.52649005,1.04324642,0.684608897,0.931888388,1.414838133,1.267211774,0.785090337,1.458156485,1.750334169,1.274597292,0.197066073,0.073467634,0.478256677,0,0,0.257379382,0,0.158874851,0,0,0,0.36158416,0,2.857375918,7.812369398,0,0,1.222977829,0.667037802,0,0,0,0,0,1.375811399
Division No. 15,4615,0,2.612337496,0,0,0,0.09769592,0,0,0.288301339,0.997998229,0,0.571360879,0.029168602,0,1.365372604,0.03818528,0,0.275878703,0,0.889075877,0.208324739,1.195546833,0,0,0,0,0,42.85498783,0.275277804,0.675575738,3.008883606,0.447087033,2.114541034,1.316905572,1.512025925,0.627222044,0.588841259,0.04533222,0.752730631,1.353926967,0.804433998,0.788098224,0.59859538,0.776244688,0.065166146,0,0,0.008334511,0,0,0.02289259,0,0.042583546,0.011779632,0,3.146860771,0.296629459,0,0,0.046435497,1.072821314,6.637805082,0,0,0,0,1.365165239
Division No. 16,4616,0,3.646852914,0,0,0,0.117669673,0,0,0.09199359,1.021354645,0,0.406193459,0.092067371,0,0,0.076762204,0,3.755015675,0,2.978784135,0,4.589741761,0,0,0,0,0,1.328237959,0.772129822,1.484834635,0.015837238,0.233300652,3.403394016,1.593683319,1.737199607,0.937299764,1.206270646,0.110789484,0.789394336,1.467109119,2.11687313,1.412464764,0.267406711,0.261689199,0.083560332,0,0,0.238995075,0,0,0.07669996,0,0.713365381,0.039466801,0,0.174173923,0.993835454,0,0,0.155578758,0.152305503,0,0,0,0,0,0.816765528
Division No. 17,4617,0,2.715180686,0,0,0,0.207802451,2.191458994,0,0.029779007,0.580587056,0,0,0.037441932,0,0.195946596,0.041414158,2.338918725,0.486210572,0,1.157105426,0,0.871180072,0,0,0,0,0,0.300972336,0.481692456,1.43023274,2.516352445,1.493636947,1.978570252,1.636886526,2.682487572,1.002995224,1.216715845,0.018635614,0.959137602,1.397448401,1.127381744,0.854922622,0.979227376,0.436801328,0.19283189,0,0.585377175,2.832861898,0,0.371319718,0.122769881,0,0.277105999,0.002555139,0.050272291,0.031659517,0.064342382,0,0,0.0100724,0.049302421,0,0,0.010949424,0,0,0.26439306
Division No. 18,4618,0,3.2705457,0,0.023915845,0,0.546129405,0.405579983,0,1.542411162,0.749080527,0.10281707,0.263443309,0.109529377,0,0.751595191,0.029931024,2.817322846,1.711930495,0,0.580741918,4.535904884,2.009262421,0.03756957,0,0,0,0,1.605505212,0.107454037,2.111103684,2.577040223,0.314643831,2.193690266,2.015851424,0.755200794,0.763531286,1.260956823,2.635132839,0.58340852,2.557801888,1.139050909,1.102812534,0.632118051,0.130805451,0.039938425,0,0.108337534,0,0,4.635299819,0,0,0.05563091,2.145405687,0,0.015682353,0.155006038,9.501937306,0,0.024265231,0.510726256,0,0,0.003956708,0,0.522628229,0.159236104
Division No. 19,4619,0,0,0,0,0,0.152415452,0.294805374,0,0.325912187,0.361842524,0,0,1.170794268,0,0,0.725202351,17.59039943,0,0,0.211062979,0,2.099070115,0,0,0,0,0,0,0.027701052,3.130596493,3.064350491,0,0.098428117,1.707080613,1.131510512,0.304568078,0.260968695,0,0.388834555,1.816183739,0.850817401,1.239806598,0.521048353,0,0,0,39.80997095,0,0,0.081277136,0,0,0,0,0,0.521673516,0,0,0,0,0.259000062,0,0,0,0,0,0
